200 5023
54 94 133
54 96 6
54 100 37
54 102 374
54 105 257
54 106 9
54 115 95
54 117 13
54 122 229
54 127 109
54 130 125
54 132 97
54 133 352
54 135 215
54 143 376
54 145 17
54 146 368
54 147 17
54 151 393
54 152 260
54 163 243
54 166 201
54 169 274
54 174 377
54 176 243
54 180 227
54 184 69
54 186 306
54 189 12
54 194 21
55 61 222
55 63 59
55 65 73
55 69 7
55 71 212
55 88 394
55 94 178
55 95 143
55 99 319
55 100 392
55 101 59
55 103 230
55 105 217
55 109 182
55 111 226
55 115 368
55 123 266
55 124 374
55 126 185
55 130 50
55 131 163
55 133 54
55 145 342
55 147 117
55 149 192
55 150 110
55 151 101
55 152 145
55 157 31
55 162 253
55 169 54
55 170 30
55 171 168
55 174 25
55 177 234
55 195 280
55 198 145
55 200 339
56 59 62
56 62 100
56 64 140
56 66 400
56 74 73
56 77 225
56 78 251
56 84 344
56 91 335
56 97 269
56 103 225
56 117 129
56 124 10
56 130 350
56 141 33
56 142 303
56 145 329
56 154 22
56 161 219
56 165 218
56 169 96
56 170 119
56 171 287
56 175 51
56 182 68
56 183 180
56 189 313
56 190 228
56 194 347
56 196 349
57 59 371
57 66 171
57 71 70
57 74 284
57 77 287
57 79 231
57 80 60
57 81 199
57 82 291
57 90 341
57 91 148
57 98 77
57 101 160
57 107 341
57 111 275
57 114 117
57 117 125
57 118 134
57 129 391
57 131 394
57 136 119
57 138 156
57 140 226
57 146 90
57 155 208
57 163 359
57 165 219
57 174 192
57 176 278
57 177 279
57 180 204
57 187 333
57 196 111
58 60 213
58 64 324
58 66 166
58 69 53
58 71 281
58 73 336
58 78 96
58 80 257
58 91 145
58 93 122
58 94 12
58 95 302
58 100 387
58 104 224
58 106 42
58 107 175
58 110 208
58 115 221
58 117 393
58 118 44
58 120 178
58 137 236
58 145 274
58 147 279
58 153 136
58 160 133
58 161 119
58 168 138
58 169 145
58 170 65
58 171 84
58 175 154
58 179 311
58 184 242
58 186 117
58 195 96
58 200 336
59 64 101
59 66 192
59 70 389
59 86 330
59 90 264
59 111 101
59 114 91
59 122 392
59 124 290
59 126 10
59 129 160
59 130 63
59 137 378
59 142 276
59 143 249
59 150 320
59 155 194
59 156 51
59 158 5
59 160 26
59 162 358
59 163 171
59 165 27
59 169 384
59 171 204
59 174 50
59 178 57
59 180 186
59 182 372
59 183 102
59 184 108
59 191 114
59 194 58
59 199 306
60 65 117
60 74 395
60 79 62
60 83 87
60 86 274
60 91 142
60 95 225
60 96 65
60 97 216
60 104 10
60 105 73
60 106 46
60 110 224
60 112 81
60 120 266
60 124 279
60 126 113
60 131 109
60 133 327
60 134 164
60 148 265
60 150 86
60 152 77
60 155 395
60 159 310
60 160 366
60 170 57
60 171 282
60 176 379
60 180 36
60 181 160
60 183 90
60 186 198
60 191 367
60 197 109
60 198 315
61 62 287
61 66 73
61 69 317
61 72 115
61 78 386
61 86 260
61 91 37
61 97 169
61 101 162
61 102 333
61 104 317
61 107 3
61 108 141
61 111 144
61 112 234
61 117 196
61 118 362
61 122 214
61 123 375
61 135 168
61 142 42
61 144 270
61 145 181
61 146 341
61 152 375
61 163 3
61 166 167
61 172 43
61 176 289
61 183 92
61 185 34
61 186 354
61 187 14
61 190 118
61 193 209
61 195 240
61 197 244
62 70 283
62 77 64
62 90 239
62 95 345
62 96 237
62 111 395
62 118 250
62 124 332
62 128 356
62 129 71
62 131 140
62 136 341
62 138 337
62 141 134
62 145 48
62 146 266
62 148 119
62 150 31
62 156 226
62 158 240
62 161 208
62 167 399
62 168 197
62 181 34
62 191 202
62 193 230
62 194 227
62 197 70
62 198 316
62 200 242
63 65 38
63 67 79
63 71 36
63 72 248
63 74 260
63 78 348
63 87 189
63 93 281
63 98 100
63 99 392
63 100 39
63 101 140
63 103 372
63 104 134
63 106 313
63 109 367
63 110 174
63 117 160
63 121 135
63 123 164
63 125 400
63 126 374
63 132 153
63 133 182
63 137 236
63 141 176
63 142 268
63 157 80
63 159 400
63 165 162
63 178 98
63 184 310
63 186 164
63 187 394
63 189 293
63 195 156
64 72 311
64 77 189
64 79 161
64 87 316
64 93 86
64 94 9
64 97 4
64 102 42
64 105 95
64 108 325
64 109 296
64 110 127
64 111 13
64 115 132
64 120 239
64 123 185
64 129 163
64 132 26
64 141 390
64 142 80
64 151 115
64 180 47
64 190 177
64 193 111
64 196 309
65 70 146
65 71 75
65 75 239
65 80 141
65 83 147
65 84 328
65 85 221
65 93 144
65 95 293
65 101 231
65 104 99
65 106 193
65 110 47
65 111 25
65 112 292
65 114 347
65 115 114
65 116 229
65 117 248
65 129 30
65 131 4
65 133 288
65 137 21
65 141 60
65 152 186
65 155 246
65 157 96
65 159 72
65 168 303
65 170 263
65 171 76
65 172 74
65 173 359
65 174 137
65 179 24
65 194 182
65 199 236
65 200 346
66 67 107
66 70 111
66 71 307
66 74 132
66 84 25
66 87 278
66 88 196
66 93 155
66 96 217
66 101 185
66 109 169
66 116 79
66 120 306
66 122 277
66 127 296
66 129 73
66 134 302
66 139 164
66 149 268
66 151 170
66 154 27
66 155 41
66 156 346
66 157 95
66 175 67
66 176 126
66 180 143
66 181 56
66 182 329
66 184 80
66 187 325
66 188 53
66 189 111
66 192 227
67 68 278
67 77 400
67 78 73
67 84 231
67 88 378
67 89 193
67 91 113
67 92 29
67 96 263
67 98 361
67 102 211
67 103 392
67 106 77
67 108 114
67 109 196
67 112 285
67 113 226
67 117 386
67 125 69
67 134 190
67 148 164
67 150 124
67 153 100
67 159 178
67 160 77
67 169 338
67 170 280
67 175 172
67 177 308
67 187 53
67 194 124
67 196 342
67 198 371
67 200 152
68 70 108
68 75 221
68 79 249
68 83 366
68 84 33
68 92 382
68 97 36
68 99 139
68 101 336
68 103 318
68 105 198
68 109 23
68 115 362
68 119 24
68 123 323
68 125 390
68 127 279
68 134 399
68 137 126
68 138 82
68 139 83
68 146 393
68 147 337
68 150 241
68 154 261
68 156 131
68 165 141
68 171 358
68 174 51
68 177 320
68 183 158
68 185 168
68 195 130
68 196 153
68 199 254
69 82 52
69 89 272
69 93 400
69 94 48
69 95 185
69 103 380
69 108 333
69 111 163
69 114 265
69 117 37
69 118 306
69 129 288
69 134 116
69 136 360
69 138 162
69 150 5
69 152 163
69 153 59
69 155 192
69 156 244
69 157 120
69 166 127
69 168 38
69 172 300
69 178 99
69 180 181
69 183 191
69 184 286
69 186 111
69 188 1
69 189 308
69 190 286
69 192 23
69 196 322
69 198 183
69 199 256
70 71 140
70 73 229
70 74 113
70 75 355
70 77 140
70 82 184
70 90 198
70 94 254
70 96 366
70 102 68
70 112 219
70 113 17
70 120 369
70 121 322
70 128 392
70 145 378
70 147 291
70 148 281
70 149 301
70 151 325
70 153 142
70 155 297
70 157 335
70 161 29
70 166 87
70 172 16
70 174 267
70 175 63
70 177 78
70 178 201
70 184 168
70 188 358
70 189 328
70 190 116
70 191 170
70 196 216
70 199 282
71 73 347
71 82 334
71 86 122
71 88 357
71 98 224
71 101 283
71 103 145
71 107 288
71 111 318
71 114 201
71 124 71
71 130 217
71 133 212
71 135 303
71 139 349
71 141 178
71 149 375
71 153 385
71 159 186
71 160 362
71 168 73
71 170 27
71 176 50
71 181 325
71 182 296
71 183 252
71 186 90
71 188 222
71 190 385
71 197 44
71 198 254
72 75 363
72 85 160
72 87 227
72 91 99
72 96 179
72 103 97
72 106 377
72 109 218
72 115 384
72 123 337
72 135 266
72 142 363
72 143 28
72 145 227
72 150 185
72 153 334
72 154 276
72 158 234
72 160 215
72 161 309
72 167 345
72 168 339
72 175 89
72 177 59
72 182 40
72 186 38
72 188 129
72 189 391
72 196 64
73 78 134
73 86 32
73 87 45
73 91 28
73 95 352
73 96 332
73 97 33
73 104 355
73 106 143
73 112 264
73 116 340
73 125 290
73 126 386
73 130 77
73 132 272
73 133 35
73 136 54
73 138 376
73 144 169
73 145 113
73 146 40
73 148 170
73 157 356
73 163 303
73 178 210
73 181 115
73 184 140
73 187 117
73 192 308
73 195 396
74 76 311
74 78 383
74 81 153
74 84 302
74 87 399
74 89 79
74 94 266
74 100 187
74 107 166
74 112 256
74 115 148
74 117 300
74 130 65
74 134 184
74 136 329
74 139 269
74 145 45
74 147 391
74 148 340
74 149 293
74 158 98
74 160 169
74 167 352
74 169 191
74 177 117
74 188 140
74 189 42
74 191 88
74 196 265
75 81 282
75 83 270
75 88 340
75 89 282
75 91 226
75 93 370
75 99 137
75 103 19
75 104 398
75 108 332
75 114 99
75 116 200
75 123 220
75 129 65
75 130 268
75 131 115
75 132 228
75 138 175
75 140 65
75 143 217
75 144 148
75 148 15
75 152 107
75 156 252
75 157 31
75 177 304
75 179 88
75 184 389
75 187 110
75 190 20
75 197 346
76 80 6
76 85 305
76 86 129
76 90 53
76 92 201
76 95 189
76 96 155
76 100 24
76 101 86
76 103 191
76 105 209
76 111 190
76 114 108
76 115 108
76 116 167
76 122 357
76 125 300
76 128 227
76 131 394
76 134 301
76 136 294
76 141 60
76 143 392
76 159 107
76 160 198
76 161 284
76 162 235
76 163 370
76 167 101
76 168 321
76 169 272
76 173 53
76 174 170
76 175 206
76 177 310
76 179 145
76 181 361
76 184 158
76 188 380
76 189 266
76 190 286
76 194 178
76 195 120
76 200 399
77 80 340
77 82 245
77 89 198
77 93 232
77 95 61
77 96 58
77 103 20
77 104 87
77 112 29
77 113 17
77 118 196
77 119 35
77 125 354
77 126 189
77 128 144
77 134 178
77 135 332
77 136 360
77 138 194
77 140 375
77 144 73
77 151 261
77 152 323
77 161 207
77 166 370
77 167 179
77 168 54
77 171 156
77 178 373
77 181 234
77 183 194
77 187 138
77 195 206
78 83 241
78 94 378
78 97 384
78 98 330
78 101 52
78 102 387
78 115 180
78 116 79
78 119 27
78 120 290
78 121 249
78 124 99
78 125 330
78 127 50
78 129 283
78 134 27
78 136 36
78 143 212
78 150 349
78 155 148
78 157 3
78 159 112
78 161 128
78 169 70
78 170 111
78 178 41
78 185 238
78 186 242
78 187 140
78 189 357
78 197 73
78 198 257
78 200 367
79 87 109
79 91 95
79 100 21
79 106 268
79 119 115
79 129 363
79 135 125
79 136 254
79 138 20
79 141 114
79 166 21
79 169 360
79 171 265
79 172 117
79 178 56
79 179 189
79 180 58
79 182 180
79 183 117
79 186 88
79 187 336
79 190 359
79 191 216
79 196 214
80 86 146
80 87 273
80 94 392
80 95 113
80 97 238
80 101 387
80 105 396
80 118 319
80 119 290
80 124 104
80 126 373
80 127 282
80 128 339
80 129 249
80 139 320
80 141 381
80 147 266
80 158 121
80 162 316
80 167 395
80 174 228
80 175 240
80 176 120
80 182 123
80 185 32
80 187 252
80 188 111
80 189 61
80 190 303
80 199 121
81 84 109
81 86 333
81 94 217
81 97 41
81 98 379
81 101 229
81 103 384
81 108 221
81 110 113
81 113 279
81 116 295
81 119 204
81 122 28
81 128 215
81 132 379
81 135 248
81 137 53
81 138 360
81 139 33
81 141 304
81 148 259
81 149 282
81 150 354
81 153 360
81 156 346
81 159 248
81 166 300
81 168 294
81 169 59
81 172 97
81 179 239
81 180 59
81 183 289
81 184 235
81 188 267
81 193 28
82 87 4
82 92 44
82 111 49
82 112 5
82 114 72
82 116 144
82 120 117
82 126 391
82 134 157
82 145 319
82 150 254
82 163 264
82 165 343
82 168 273
82 174 296
82 187 376
82 197 250
83 87 278
83 88 225
83 91 149
83 93 344
83 95 2
83 96 363
83 97 226
83 99 368
83 104 24
83 108 136
83 111 143
83 112 42
83 116 329
83 121 129
83 122 185
83 127 81
83 129 185
83 132 140
83 133 354
83 135 39
83 141 98
83 150 1
83 155 339
83 161 136
83 165 27
83 166 129
83 169 262
83 170 280
83 174 274
83 175 189
83 176 247
83 179 68
83 186 258
83 193 231
83 195 20
84 85 274
84 96 64
84 97 253
84 100 146
84 101 45
84 104 112
84 110 71
84 115 301
84 120 389
84 122 19
84 123 88
84 128 314
84 130 143
84 132 51
84 137 222
84 138 179
84 142 302
84 143 289
84 149 296
84 156 178
84 166 256
84 170 200
84 176 343
84 177 337
84 180 177
84 183 139
84 186 44
84 190 19
84 200 129
85 88 6
85 93 270
85 94 191
85 96 99
85 104 52
85 116 379
85 117 344
85 119 104
85 128 277
85 130 54
85 133 53
85 140 384
85 142 148
85 150 132
85 152 342
85 158 301
85 160 152
85 162 79
85 165 216
85 166 130
85 173 373
85 178 374
85 179 4
85 184 332
85 185 247
85 194 172
85 198 373
86 89 184
86 90 306
86 97 331
86 98 174
86 106 205
86 108 254
86 112 400
86 113 295
86 114 53
86 116 227
86 119 248
86 120 29
86 121 259
86 123 326
86 126 399
86 127 241
86 135 345
86 137 170
86 142 156
86 143 269
86 144 352
86 145 74
86 151 343
86 153 232
86 155 354
86 157 328
86 161 172
86 166 16
86 167 72
86 168 60
86 178 48
86 182 130
86 185 230
86 187 11
86 192 42
87 94 333
87 97 339
87 105 396
87 109 82
87 112 85
87 134 307
87 137 287
87 142 195
87 143 52
87 147 74
87 153 328
87 155 134
87 157 219
87 174 255
87 175 338
87 179 39
87 186 341
87 198 305
88 94 320
88 99 94
88 106 260
88 112 316
88 115 84
88 117 127
88 120 233
88 131 376
88 137 43
88 142 87
88 143 383
88 149 352
88 150 292
88 151 76
88 154 377
88 180 58
88 182 182
88 191 71
89 90 233
89 91 124
89 94 141
89 122 220
89 130 301
89 132 12
89 134 195
89 137 343
89 140 261
89 144 163
89 146 373
89 149 243
89 151 42
89 155 53
89 156 229
89 160 251
89 162 335
89 165 355
89 166 336
89 168 142
89 171 357
89 174 89
89 175 137
89 177 83
89 181 27
89 183 249
89 185 227
89 186 330
89 189 15
89 195 83
89 199 60
89 200 266
90 91 119
90 97 324
90 101 83
90 107 97
90 108 290
90 109 220
90 114 173
90 117 205
90 125 141
90 130 256
90 133 328
90 137 218
90 138 397
90 143 224
90 160 197
90 162 392
90 164 140
90 166 387
90 170 69
90 171 239
90 172 339
90 176 311
90 180 2
90 187 292
90 190 235
90 195 340
90 196 114
90 199 329
91 94 208
91 97 297
91 99 8
91 106 138
91 111 23
91 118 349
91 124 7
91 127 36
91 128 268
91 132 380
91 135 279
91 137 128
91 139 392
91 142 47
91 149 352
91 151 83
91 152 37
91 154 118
91 165 63
91 166 318
91 169 109
91 171 183
91 176 281
91 179 265
91 184 45
91 185 203
91 187 205
91 188 183
91 192 267
91 196 44
91 200 201
92 97 347
92 98 269
92 100 197
92 101 326
92 102 198
92 108 145
92 112 313
92 138 167
92 142 107
92 147 360
92 149 44
92 150 365
92 153 336
92 154 55
92 155 118
92 159 195
92 161 7
92 165 176
92 168 145
92 178 87
92 181 367
92 184 121
92 185 345
92 188 110
92 189 308
92 195 216
92 196 89
92 197 240
93 98 340
93 100 306
93 119 36
93 123 52
93 125 22
93 130 150
93 132 189
93 134 317
93 135 157
93 140 32
93 146 146
93 149 167
93 153 316
93 164 117
93 169 95
93 175 174
93 182 175
93 186 181
93 188 2
93 191 202
93 195 40
94 95 320
94 97 375
94 98 166
94 100 223
94 107 131
94 110 26
94 112 55
94 113 390
94 128 62
94 144 352
94 145 221
94 152 163
94 153 281
94 155 96
94 161 21
94 163 176
94 165 294
94 166 292
94 169 16
94 172 393
94 174 98
94 176 68
94 179 25
94 180 79
94 184 8
94 196 208
94 198 231
95 96 142
95 98 255
95 99 71
95 109 111
95 117 177
95 118 393
95 126 25
95 128 267
95 132 204
95 133 221
95 138 36
95 151 113
95 155 96
95 157 292
95 158 175
95 159 77
95 166 198
95 168 131
95 172 44
95 178 339
95 179 79
95 181 342
95 184 386
95 187 43
95 193 144
95 196 175
95 199 242
96 112 307
96 114 152
96 117 79
96 120 51
96 121 113
96 122 368
96 124 371
96 125 107
96 128 4
96 130 146
96 140 272
96 142 234
96 153 20
96 157 126
96 169 293
96 170 133
96 173 229
96 174 80
96 175 317
96 183 111
96 184 61
96 195 282
96 199 289
97 106 213
97 108 34
97 115 286
97 122 174
97 129 305
97 130 183
97 133 66
97 135 309
97 137 122
97 139 183
97 140 296
97 141 88
97 144 79
97 145 155
97 147 384
97 148 76
97 151 189
97 153 209
97 164 54
97 168 202
97 170 125
97 171 57
97 179 68
97 180 165
97 185 194
97 186 119
97 188 211
97 197 165
98 105 83
98 107 135
98 118 294
98 120 343
98 121 283
98 129 396
98 137 363
98 138 31
98 150 111
98 153 348
98 155 215
98 156 361
98 158 273
98 160 324
98 161 185
98 163 238
98 166 176
98 169 83
98 176 141
98 178 343
98 182 202
98 189 378
98 190 151
98 191 259
98 198 84
99 104 25
99 111 304
99 115 155
99 119 371
99 126 282
99 134 16
99 135 389
99 137 353
99 138 358
99 140 40
99 142 133
99 152 282
99 158 321
99 169 313
99 178 218
99 182 118
99 188 277
99 190 12
99 196 100
99 199 166
99 200 293
100 103 336
100 115 306
100 117 316
100 118 155
100 119 387
100 123 184
100 124 92
100 135 1
100 141 239
100 142 113
100 144 278
100 150 86
100 151 230
100 154 278
100 163 21
100 168 24
100 175 254
100 176 143
100 186 86
100 200 195
101 110 333
101 113 306
101 116 182
101 117 97
101 121 23
101 124 387
101 129 30
101 131 171
101 132 153
101 135 216
101 136 159
101 138 134
101 139 265
101 142 175
101 143 214
101 148 354
101 149 385
101 150 266
101 167 195
101 170 122
101 171 380
101 174 223
101 177 179
101 180 244
101 185 84
101 186 38
101 190 320
101 195 361
101 196 201
101 199 348
102 114 118
102 116 78
102 122 370
102 125 259
102 130 377
102 134 203
102 137 17
102 138 234
102 142 223
102 144 220
102 145 293
102 146 188
102 148 197
102 149 335
102 150 45
102 152 293
102 153 195
102 155 166
102 156 356
102 166 365
102 169 238
102 175 338
102 179 133
102 191 87
102 192 323
102 197 349
103 107 399
103 114 179
103 115 78
103 118 207
103 123 196
103 127 121
103 133 68
103 136 57
103 145 18
103 149 72
103 150 311
103 152 141
103 156 155
103 157 3
103 164 220
103 167 196
103 168 120
103 176 125
103 188 28
103 192 8
103 196 174
103 198 239
104 108 86
104 112 22
104 117 277
104 119 39
104 120 325
104 124 356
104 125 385
104 128 111
104 134 376
104 136 183
104 141 188
104 142 247
104 145 252
104 146 206
104 152 311
104 159 167
104 161 226
104 164 336
104 165 116
104 172 186
104 181 232
104 182 181
104 186 360
104 188 350
104 194 177
104 195 19
104 199 238
105 109 273
105 110 150
105 115 127
105 117 317
105 120 89
105 126 293
105 130 326
105 138 288
105 151 200
105 154 115
105 158 173
105 164 364
105 166 268
105 174 55
105 175 43
105 189 343
105 190 336
105 194 29
105 195 237
105 196 188
105 197 226
106 111 154
106 115 196
106 116 352
106 123 185
106 133 139
106 134 163
106 139 164
106 143 162
106 145 168
106 149 130
106 152 347
106 157 239
106 162 49
106 169 1
106 172 356
106 175 225
106 181 141
106 186 97
106 199 128
107 113 2
107 115 230
107 117 26
107 118 370
107 119 393
107 127 232
107 131 223
107 142 87
107 144 309
107 145 380
107 148 249
107 153 280
107 160 216
107 161 290
107 162 288
107 170 272
107 174 17
107 175 145
107 177 128
107 180 343
107 187 22
107 195 157
107 199 221
108 111 104
108 116 140
108 117 386
108 118 319
108 120 52
108 121 24
108 128 326
108 132 138
108 133 318
108 136 301
108 137 243
108 144 168
108 148 380
108 149 243
108 156 53
108 161 49
108 164 274
108 165 86
108 166 36
108 167 109
108 172 365
108 178 333
108 179 137
108 186 400
108 188 14
108 189 372
108 193 116
108 200 346
109 111 248
109 113 76
109 115 173
109 119 243
109 122 168
109 125 51
109 132 167
109 134 155
109 137 134
109 141 3
109 145 321
109 147 180
109 150 230
109 155 242
109 156 344
109 158 150
109 161 72
109 163 120
109 168 382
109 169 104
109 171 207
109 184 212
109 188 247
109 190 222
109 193 337
109 194 97
109 196 370
110 112 389
110 113 182
110 119 166
110 120 13
110 124 365
110 128 334
110 134 34
110 135 381
110 139 369
110 141 35
110 142 75
110 150 308
110 156 70
110 162 280
110 163 365
110 171 306
110 174 278
110 176 33
110 181 224
110 183 294
110 189 325
110 190 90
110 193 168
110 194 85
110 199 15
111 115 384
111 120 318
111 124 72
111 136 366
111 137 375
111 141 400
111 142 55
111 143 229
111 145 317
111 147 72
111 150 234
111 151 298
111 156 230
111 170 194
111 172 233
111 190 217
111 191 139
112 115 289
112 118 399
112 119 280
112 120 339
112 121 27
112 123 248
112 128 170
112 129 216
112 130 91
112 136 304
112 137 7
112 139 209
112 149 241
112 151 305
112 160 77
112 165 163
112 175 346
112 177 330
112 178 225
112 179 375
112 182 351
112 184 381
112 186 354
112 189 280
112 197 328
112 199 221
112 200 109
113 115 296
113 117 76
113 127 141
113 130 244
113 132 199
113 133 175
113 138 47
113 140 154
113 151 362
113 168 84
113 174 183
113 180 374
113 188 321
113 190 295
113 194 245
113 197 53
114 116 54
114 118 105
114 123 119
114 126 257
114 128 311
114 130 224
114 133 324
114 136 301
114 138 112
114 140 46
114 141 272
114 142 364
114 160 392
114 162 352
114 163 90
114 171 205
114 173 35
114 178 299
114 182 317
114 183 201
114 184 322
114 186 122
114 187 45
114 190 70
114 194 72
114 195 267
115 119 222
115 125 66
115 142 70
115 143 147
115 145 93
115 146 204
115 147 53
115 151 358
115 156 69
115 158 388
115 161 16
115 165 206
115 168 21
115 176 298
115 178 355
115 184 312
115 185 104
115 188 275
115 193 171
115 196 79
116 119 154
116 132 219
116 133 255
116 137 81
116 141 179
116 142 249
116 144 326
116 145 278
116 148 202
116 152 194
116 154 313
116 164 385
116 171 387
116 183 309
116 187 110
116 191 10
116 193 274
116 194 175
116 195 211
117 118 253
117 119 293
117 129 95
117 132 34
117 136 316
117 151 143
117 158 76
117 160 66
117 166 59
117 175 35
117 177 178
117 184 266
117 192 340
117 193 323
117 196 288
117 197 235
117 199 113
118 119 257
118 121 78
118 123 333
118 125 303
118 126 155
118 132 161
118 139 180
118 146 320
118 149 273
118 151 396
118 157 138
118 159 290
118 163 87
118 164 242
118 171 287
118 174 167
118 175 317
118 176 266
118 182 267
118 184 70
118 185 143
119 122 307
119 131 380
119 134 5
119 136 357
119 137 72
119 145 309
119 147 398
119 148 238
119 151 373
119 157 387
119 158 372
119 167 321
119 175 9
119 190 289
119 192 350
119 193 228
119 194 18
119 196 242
120 124 372
120 127 223
120 131 104
120 135 323
120 136 68
120 138 249
120 139 230
120 141 44
120 142 16
120 146 108
120 153 250
120 155 131
120 157 317
120 159 268
120 160 225
120 161 121
120 163 22
120 165 18
120 166 81
120 174 339
120 178 76
120 183 49
120 185 249
120 195 397
120 199 12
120 200 280
121 122 64
121 130 99
121 131 233
121 133 141
121 143 71
121 147 107
121 148 262
121 152 196
121 157 137
121 159 366
121 161 42
121 162 298
121 170 69
121 171 181
121 172 236
121 174 178
121 180 189
121 181 263
121 182 364
121 184 115
121 189 201
121 197 321
121 199 259
122 128 399
122 132 120
122 137 305
122 139 370
122 141 398
122 145 40
122 149 144
122 150 56
122 155 124
122 162 75
122 168 185
122 169 206
122 179 285
122 182 141
122 184 367
122 189 222
122 192 40
122 195 199
122 196 84
122 198 359
122 199 268
123 124 394
123 125 65
123 126 85
123 129 242
123 130 121
123 139 393
123 140 180
123 145 293
123 146 134
123 148 172
123 153 399
123 155 178
123 156 266
123 157 82
123 168 380
123 172 162
123 178 181
123 181 394
123 183 26
123 186 167
123 190 216
123 193 397
123 195 80
123 197 261
123 199 84
124 125 215
124 131 303
124 135 202
124 149 247
124 152 140
124 155 4
124 157 292
124 159 125
124 162 399
124 163 119
124 166 345
124 170 197
124 172 399
124 178 284
124 179 230
124 181 229
124 184 51
124 186 106
124 195 98
124 197 302
125 126 101
125 131 373
125 133 122
125 135 109
125 137 170
125 138 14
125 144 180
125 146 179
125 148 90
125 150 301
125 153 327
125 156 176
125 165 352
125 173 155
125 174 258
125 175 341
125 178 34
125 181 366
125 184 224
125 188 156
125 190 399
125 196 134
125 197 54
125 200 34
126 132 44
126 134 79
126 136 42
126 139 6
126 140 258
126 141 269
126 148 277
126 149 230
126 151 319
126 160 283
126 164 266
126 168 297
126 169 268
126 174 180
126 177 230
126 181 320
126 185 265
126 196 141
126 197 157
126 200 207
127 128 23
127 130 271
127 134 87
127 152 276
127 153 300
127 154 63
127 156 62
127 160 278
127 162 295
127 164 308
127 168 133
127 170 166
127 179 157
127 186 393
127 195 8
127 196 291
127 197 108
128 129 254
128 131 228
128 133 240
128 134 292
128 135 397
128 137 333
128 138 306
128 141 128
128 142 130
128 145 378
128 146 240
128 152 353
128 153 73
128 154 319
128 156 239
128 157 186
128 161 27
128 163 219
128 173 233
128 175 251
128 182 114
128 184 238
128 189 295
128 191 34
128 194 116
128 197 25
129 130 178
129 133 216
129 138 58
129 143 245
129 144 321
129 148 46
129 149 45
129 161 182
129 163 363
129 164 165
129 165 177
129 169 399
129 170 217
129 171 290
129 175 135
129 181 159
129 183 357
129 187 42
129 191 283
129 193 77
130 132 253
130 133 246
130 134 160
130 143 262
130 144 57
130 147 352
130 148 237
130 153 20
130 166 81
130 174 384
130 176 43
130 178 192
130 183 2
130 187 374
130 191 15
131 137 92
131 141 229
131 143 306
131 146 51
131 154 91
131 155 171
131 158 279
131 159 324
131 162 116
131 163 109
131 169 74
131 172 111
131 173 235
131 175 305
131 179 192
131 183 281
131 184 379
131 186 125
131 195 358
131 196 303
132 134 3
132 141 247
132 144 194
132 145 40
132 147 151
132 148 178
132 153 348
132 154 398
132 158 191
132 160 244
132 161 361
132 165 243
132 168 157
132 170 8
132 179 346
132 180 67
132 181 365
132 183 118
132 185 337
132 186 5
132 188 346
132 196 238
132 197 122
133 134 91
133 135 395
133 144 5
133 147 247
133 154 37
133 155 34
133 157 206
133 163 169
133 166 354
133 167 376
133 170 346
133 174 300
133 188 136
133 190 40
133 191 133
133 192 362
133 194 68
134 135 252
134 139 187
134 140 44
134 145 43
134 148 223
134 149 175
134 151 57
134 153 268
134 154 58
134 157 280
134 162 29
134 167 109
134 170 181
134 182 196
134 188 134
134 190 103
135 136 21
135 148 290
135 155 256
135 158 275
135 162 121
135 164 18
135 165 389
135 168 142
135 173 257
135 174 195
135 180 116
135 181 260
135 183 369
135 190 26
136 137 351
136 140 192
136 143 67
136 146 152
136 149 43
136 155 156
136 159 73
136 162 282
136 164 167
136 166 45
136 169 107
136 171 251
136 173 27
136 179 102
136 186 128
136 189 175
136 191 242
136 194 44
136 196 293
136 197 346
137 141 202
137 145 215
137 152 223
137 154 328
137 157 249
137 162 391
137 165 356
137 169 233
137 170 123
137 181 340
137 182 118
137 190 140
137 192 66
137 193 335
137 194 233
137 200 19
138 141 386
138 144 370
138 149 197
138 152 85
138 156 47
138 157 351
138 160 232
138 162 243
138 166 124
138 173 104
138 176 376
138 183 237
138 185 355
138 188 378
138 191 108
138 192 319
138 193 283
138 195 165
138 197 196
138 200 161
139 146 268
139 148 399
139 150 201
139 151 153
139 158 373
139 167 308
139 171 75
139 176 178
139 184 233
139 187 286
139 189 118
139 192 242
140 143 78
140 144 397
140 150 375
140 152 235
140 158 337
140 159 395
140 161 379
140 164 135
140 168 8
140 170 40
140 174 326
140 179 86
140 181 334
140 188 292
140 196 101
140 197 246
141 146 102
141 148 329
141 155 161
141 164 334
141 177 320
141 180 107
141 181 59
141 182 267
141 183 182
141 186 254
141 189 230
141 190 255
141 194 134
142 145 62
142 148 40
142 151 388
142 154 223
142 162 86
142 166 371
142 170 373
142 174 390
142 176 56
142 182 19
142 184 111
142 186 240
142 191 389
142 192 328
142 194 237
142 195 119
142 196 130
143 144 353
143 148 69
143 149 312
143 159 256
143 169 193
143 175 367
143 180 233
143 181 25
143 186 16
143 188 347
143 189 189
143 197 189
143 198 1
144 146 397
144 153 301
144 156 88
144 160 289
144 163 33
144 166 6
144 172 377
144 173 328
144 174 157
144 178 33
144 181 16
144 183 22
144 184 23
144 188 128
144 190 238
144 193 369
144 195 46
145 155 121
145 157 233
145 170 196
145 186 370
145 195 29
145 196 91
146 157 270
146 158 386
146 164 141
146 171 334
146 178 216
146 184 367
