100 2456
77 89 114
77 92 119
77 96 31
77 98 184
78 80 116
78 81 49
78 82 159
78 85 149
78 88 56
78 91 117
78 92 134
78 94 139
78 95 167
78 99 90
78 100 16
79 81 193
79 82 2
79 88 45
79 97 48
79 98 42
79 99 168
79 100 58
80 81 108
80 83 112
80 84 124
80 86 152
80 88 198
80 91 23
80 92 154
80 93 10
80 94 159
80 96 189
80 99 111
81 82 188
81 84 176
81 87 163
81 91 56
81 93 149
81 96 78
81 97 75
81 98 15
81 100 122
82 83 8
82 84 199
82 85 125
82 87 92
82 91 14
82 92 165
82 93 95
82 96 33
82 97 1
82 98 48
82 99 4
83 84 1
83 86 131
83 88 146
83 93 145
83 95 15
83 96 167
83 97 67
83 98 93
83 99 127
83 100 167
84 85 85
84 86 120
84 88 97
84 89 190
84 94 148
85 86 127
85 87 28
85 88 17
85 89 17
85 90 117
85 91 117
85 95 120
85 96 197
85 98 89
85 99 124
86 87 60
86 88 191
86 89 86
86 90 79
86 91 159
86 93 38
86 96 173
86 98 14
86 99 25
86 100 78
87 92 126
87 94 12
87 95 181
88 89 190
88 93 17
88 94 56
88 95 121
88 96 159
88 99 199
88 100 155
89 92 74
89 93 81
89 94 169
89 96 103
89 97 66
89 98 88
90 98 182
90 100 165
91 92 165
91 93 183
91 97 133
92 98 49
92 99 14
93 94 35
93 97 97
94 96 43
94 98 190
94 99 140
94 100 48
95 96 62
95 97 172
96 97 118
96 98 108
96 99 52
96 100 53
97 98 83
98 100 56
